"","Dune_Crest_Elevation","Lowest_Recent_Dune_Crest_Elevation","Island_Interior_Width","Narrowest_Recent_Island_Interior_Width","Beach_Width","Change_in_Dune_Crest_Elevation","Change_in_Island_Interior_Width","Change_in_Beach_Width","Shrub_Presence","Island_Name","Year","Transect_Number"
"Hog 2016 9",3.39564765,3.04440517,261.921105,261.921105,-4.1268365589316,-0.865333,-86.24852,138.078895,"Shrub","Hog",2016,9
"Hog 2016 10",3.07804965,2.68055692,359.741617,359.741617,-6.31083141847401,0.39749273,-15.234714,126.258383,"Shrub","Hog",2016,10
"Hog 2016 11",3.11366245,2.8939554,334.852071,334.852071,-3.4245216191809,-0.15453626,-24.138067,140.147929,"Shrub","Hog",2016,11
"Hog 2016 12",3.08221931,2.86155399,339.575937,339.575937,-0.246345554426633,0.10897326,-2.44181399999997,124.424063,"Shrub","Hog",2016,12
"Hog 2016 13",3.50330295,2.85091335,340.783037,340.783037,-5.53467448174851,0.6523896,-27.096647,140.216963,"Shrub","Hog",2016,13
"Hog 2016 14",3.27729087,2.94326628,338.60355,338.60355,-5.31352561011378,0.33402459,-8.345168,132.39645,"Shrub","Hog",2016,14
"Hog 2016 15",3.3280825,3.00182531,320.741617,320.741617,-6.78390797430095,0.32625719,-17.124261,148.258383,"Shrub","Hog",2016,15
"Hog 2016 16",3.00736945,2.79998035,310.548323,310.548323,-5.2679765839099,0.0799519900000001,-14.276135,137.451677,"Shrub","Hog",2016,16
"Hog 2016 17",3.07929858,2.71226089,304.410256,304.410256,-3.23604136574858,0.36703769,-70.428008,133.589744,"Shrub","Hog",2016,17
"Hog 2016 18",2.70602648,2.53356857,319.424063,319.424063,-2.35888417057574,-0.61856373,-31.510848,135.575937,"Shrub","Hog",2016,18
"Hog 2016 19",2.66214634,2.66214634,367.465483,367.465483,-6.57606132905893,-0.482922,-14.276134,141.534517,"Shrub","Hog",2016,19
"Hog 2016 20",3.02508648,2.74649345,357.382643,357.382643,-3.49664686900165,-0.2691,-30.510848,136.617357,"Shrub","Hog",2016,20
"Hog 2016 21",3.09612604,2.90963582,370.35503,370.35503,-7.12980305525502,0.16306099,-50.317554,131.64497,"Shrub","Hog",2016,21
"Hog 2016 22",3.31164974,3.09844615,318.921105,318.921105,-2.77186808183399,0.21320359,-80.972386,166.078895,"Shrub","Hog",2016,22
"Hog 2016 23",2.9874678,2.7852097,329.548323,329.548323,-3.91870155589604,-0.15170346,-43.331361,140.451677,"Shrub","Hog",2016,23
"Hog 2016 24",3.36063041,2.7471673,385.47929,385.47929,-7.57383467243621,0.61346311,-24.138067,131.52071,"Shrub","Hog",2016,24
"Hog 2016 25",3.36417227,2.87335201,381.313609,381.313609,-3.8165067048953,0.33556698,-57.607496,118.686391,"Shrub","Hog",2016,25
"Hog 2016 26",2.70910126,2.70910126,400.285996,400.285996,-7.35870813345178,-0.32621105,-37.414201,111.714004,"Shrub","Hog",2016,26
"Hog 2016 27",3.33672493,3.12341848,366.52071,366.52071,-6.94793641607873,0.21330645,-50.248521,128.47929,"Shrub","Hog",2016,27
"Hog 2016 28",3.75069802,3.01301781,389.451677,389.451677,-5.92993548206433,0.73768021,-43.33136,119.548323,"Shrub","Hog",2016,28
"Hog 2016 29",3.49005825,2.93085785,473.451677,473.451677,-6.83736614155969,0.5592004,-25.12426,104.548323,"Shrub","Hog",2016,29
"Hog 2016 30",3.44647696,3.02388652,380.465483,355.810651,-0.567601809907483,0.42259044,24.654832,117.534517,"Shrub","Hog",2016,30
"Hog 2016 31",3.29830624,2.96782902,310.39645,310.39645,-2.47648082281114,0.33047722,-116.262327,126.60355,"Shrub","Hog",2016,31
"Hog 2016 32",3.23535329,2.8086374,459.272189,444.47929,0.472625313135675,0.42671589,14.792899,116.727811,"Shrub","Hog",2016,32
"Hog 2016 33",2.98431802,2.67952745,265.258383,265.258383,1.07077837502546,0.30479057,-10.179487,111.741617,"Shrub","Hog",2016,33
"Hog 2016 34",3.2455276,2.59079304,237.299803,237.299803,-0.470926200520879,0.65473456,-12.12426,110.700197,"Shrub","Hog",2016,34
"Hog 2016 35",2.9264859,2.56956408,264.203156,230.672584,4.74128450571853,0.35692182,33.5305720000001,100.796844,"Shrub","Hog",2016,35
"Hog 2016 36",2.94802989,2.59477003,287.175542,287.175542,1.6776784236057,0.35325986,-9.345168,92.824458,"Shrub","Hog",2016,36
"Hog 2016 37",3.14583885,2.56045905,345.134122,345.134122,-1.36001491565683,0.5853798,-5.400395,85.865878,"Shrub","Hog",2016,37
"Hog 2016 38",3.22172368,2.60771626,363.175542,342.465483,-4.01619047294811,0.61400742,20.710059,83.824458,"Shrub","Hog",2016,38
"Hog 2016 39",3.32642618,2.51897158,316.203156,303.451677,-6.51868030976366,0.8074546,12.751479,87.796844,"Shrub","Hog",2016,39
"Hog 2016 40",2.8865158,2.61429451,317.493097,317.493097,-5.21050619245281,0.27222129,-34.986193,120.506903,"Shrub","Hog",2016,40
"Hog 2016 41",3.08339697,2.59116138,379.382643,379.382643,-6.80604277842164,0.49223559,-33.04142,107.617357,"Shrub","Hog",2016,41
"Hog 2016 42",3.38897563,2.52519079,316.313609,316.313609,-4.05741477574822,0.86378484,-45.2347139999999,94.686391,"Shrub","Hog",2016,42
"Hog 2016 43",3.27166591,2.56435022,317.368836,317.368836,-5.00295691476497,0.70731569,-6.06903399999999,95.631164,"Shrub","Hog",2016,43
"Hog 2016 44",3.82947044,2.53176475,266.341223,266.341223,-5.11668572918972,1.29770569,-3.20709999999997,91.658777,"Shrub","Hog",2016,44
"Hog 2016 45",3.35706873,2.58059323,270.43787,265.506903,-7.97799344628462,0.7764755,4.93096700000001,103.56213,"Shrub","Hog",2016,45
"Hog 2016 46",3.18365094,2.51179475,263.39645,260.451677,-7.44201054035394,0.67185619,2.94477299999994,98.60355,"Shrub","Hog",2016,46
"Hog 2016 47",3.13234387,2.53986201,261.410256,254.506903,-6.96306893777104,0.59248186,6.90335300000001,89.589744,"Shrub","Hog",2016,47
"Hog 2016 48",3.22856685,2.7032565,247.424063,247.424063,-7.25232731757095,0.52531035,-23,86.575937,"Shrub","Hog",2016,48
"Hog 2016 49",3.19933644,2.66235546,269.47929,269.47929,-3.01149207254295,0.53698098,-32.04142,86.52071,"Shrub","Hog",2016,49
"Hog 2016 50",3.2164543,2.77162925,233.410256,233.410256,-6.01221273751966,0.44482505,-29.041421,86.589744,"Shrub","Hog",2016,50
"Hog 2016 51",3.23935944,2.71694203,296.368836,288.52071,-4.45692020006409,0.52241741,7.84812599999998,82.631164,"Shrub","Hog",2016,51
"Hog 2016 52",3.11635683,2.59917926,278.52071,278.52071,-3.31624422871678,0.51717757,-5.13806699999998,90.47929,"Shrub","Hog",2016,52
"Hog 2016 53",3.71674095,2.78054012,301.548323,295.672584,1.97443458007391,0.93620083,5.87573900000001,82.451677,"Shrub","Hog",2016,53
"Hog 2016 54",3.28996199,2.83979115,291.824458,291.824458,0.861396888243542,0.45017084,-22.958579,98.175542,"Shrub","Hog",2016,54
"Hog 2016 55",3.09941955,2.81605611,258.64497,258.64497,0.85974269027933,0.28336344,-7.22090800000001,84.35503,"Shrub","Hog",2016,55
"Hog 2016 56",3.28685547,2.52958428,212.64497,212.64497,-0.711046898463846,0.75727119,-19.082841,93.35503,"Shrub","Hog",2016,56
"Hog 2016 57",3.96047458,2.46477442,266.64497,266.64497,-1.5607616379816,1.49570016,-33.041421,95.35503,"Shrub","Hog",2016,57
"Hog 2016 58",4.4319405,2.52104828,329.672584,329.672584,1.95454570138707,1.91089222,-33.027613,90.327416,"Shrub","Hog",2016,58
"Hog 2016 59",3.36337059,2.6456015,318.714004,318.714004,4.91308171706094,0.71776909,-70.027613,81.285996,"Shrub","Hog",2016,59
"Hog 2016 60",3.29122419,2.6335017,345.741617,345.741617,3.17370235238159,0.65772249,-5.02761399999997,87.258383,"Shrub","Hog",2016,60
"Hog 2016 61",3.12022711,2.66153673,336.755424,336.755424,5.11190609222777,0.45869038,-23.04142,84.244576,"Shrub","Hog",2016,61
"Hog 2016 62",3.16940118,2.61223215,329.755424,329.755424,1.07006284226599,0.55716903,-36,79.244576,"Shrub","Hog",2016,62
"Hog 2016 63",3.28076605,2.73821005,329.727811,329.727811,4.74126440238192,0.542556,-30.986193,71.272189,"Shrub","Hog",2016,63
"Hog 2016 64",3.40013537,2.58040856,389.714004,389.714004,2.37274702218249,0.81972681,-35.986193,66.285996,"Shrub","Hog",2016,64
"Hog 2016 65",2.98136061,2.8110764,415.741617,415.741617,7.35214862187992,0.17028421,-8.38658799999996,64.258383,"Shrub","Hog",2016,65
"Hog 2016 66",3.13470335,2.55777843,437.824458,437.824458,10.8647694110408,0.57692492,-4.345167,73.175542,"Shrub","Hog",2016,66
"Hog 2016 67",3.19915259,2.51860649,425.893491,425.893491,20.4789448685687,0.6805461,-35.013807,79.106509,"Shrub","Hog",2016,67
"Hog 2016 68",3.63718788,2.44505337,425.907298,425.907298,25.207900873899,1.19213451,-54.027613,83.092702,"Shrub","Hog",2016,68
"Hog 2016 69",3.27959246,2.42317258,426.990138,426.990138,19.6454205126302,0.85641988,-15.986193,84.009862,"Shrub","Hog",2016,69
"Hog 2016 70",3.12593667,2.19742982,398.017751,398.017751,12.954728292,0.92850685,-34.013807,80.982249,"Shrub","Hog",2016,70
"Hog 2016 71",3.05332366,2.26656679,493.086785,493.086785,10.8183718825925,0.78675687,-5.944773,83.913215,"Shrub","Hog",2016,71
"Hog 2016 72",2.93979438,2.21919025,420.059172,420.059172,5.38533249091028,0.72060413,-31.069033,80.940828,"Shrub","Hog",2016,72
"Hog 2016 73",3.30440358,2.08578343,443.169625,443.169625,-6.54879571960049,1.21862015,-64.110454,107.830375,"Shrub","Hog",2016,73
"Hog 2016 74",3.23673441,1.83189789,473.238659,473.238659,-14.4300149990759,1.40483652,-34.027613,95.761341,"Shrub","Hog",2016,74
"Hog 2016 75",3.25769103,2.04929535,465.307692,465.307692,-12.5375434205196,1.20839568,-26.138067,117.692308,"Shrub","Hog",2016,75
"Hog 2016 76",3.19071185,1.94608986,493.362919,493.362919,-12.5758585449377,1.24462199,-31.069034,120.637081,"Shrub","Hog",2016,76
"Hog 2016 77",3.02378865,1.88422921,486.445759,486.445759,-12.2890508664272,1.13955944,-32.055227,126.554241,"Shrub","Hog",2016,77
"Hog 2016 78",2.59996764,1.60754777,655.990138,647.69428,-10.5457869910315,0.99241987,8.29585800000007,93.009862,"Shrub","Hog",2016,78
"Hog 2016 79",3.17175265,2.39330975,623.473373,601.77712,-4.81666753026754,0.7784429,21.6962530000001,122.526627,"Shrub","Hog",2016,79
"Hog 2016 80",2.58046567,1.5534873,565.211045,565.211045,-8.78645577067136,1.02697837,-15.303748,97.788955,"Shrub","Hog",2016,80
"Hog 2016 81",2.33586251,1.48576838,566.197239,535.69428,-6.20316143885214,0.85009413,30.5029590000001,89.802761,"Shrub","Hog",2016,81
"Hog 2016 82",2.07724765,1.67650744,534.142012,527.708087,-1.65270763477366,0.40074021,6.43392500000004,83.857988,"Shrub","Hog",2016,82
"Hog 2016 83",1.97340426,1.29018318,551.114398,528.65286,0.100988965105099,0.47709272,22.461538,93.885602,"Shrub","Hog",2016,83
"Hog 2016 84",2.74702049,2.01576937,579.473373,579.473373,-6.38558129571279,0.73125112,-33.04142,113.526627,"Shrub","Hog",2016,84
"Hog 2016 85",2.88395152,2.30003441,653.376726,640.625247,7.54133836485184,0.58391711,12.751479,96.623274,"Shrub","Hog",2016,85
"Hog 2016 86",2.78153572,2.00929395,657.362919,650.459566,-1.57268783362434,0.77224177,6.90335299999992,88.637081,"Shrub","Hog",2016,86
"Hog 2016 87",2.77309774,2.07672579,631.100592,631.100592,-8.560016764059,0.69637195,-10.0966470000001,60.899408,"Shrub","Hog",2016,87
"Hog 2016 88",2.79821269,1.94912553,682.155819,682.155819,1.05836493103299,0.84908716,-6.05522599999995,56.844181,"Shrub","Hog",2016,88
"Hog 2016 89",2.72870098,2.14201873,737.059172,737.059172,12.5443464028606,0.58668225,-38,44.940828,"Shrub","Hog",2016,89
"Hog 2016 90",2.45214445,2.14865572,763.003945,763.003945,32.6204829797618,0.30348873,-70.9171600000001,35.996055,"Shrub","Hog",2016,90
"Hog 2016 91",2.20072985,1.78696408,790.114398,790.114398,20.4586079371781,-0.23066801,-30.682446,34.885602,"Shrub","Hog",2016,91
"Hog 2016 92",2.43464786,2.30751914,821.390533,821.390533,8.17755201955467,0.12712872,-36.489151,45.609467,"Shrub","Hog",2016,92
"Hog 2016 93",2.81639357,2.41310202,832.280079,832.280079,14.3018844633307,0.34659302,-31.0138069999999,32.719921,"Shrub","Hog",2016,93
"Hog 2016 94",2.12150285,2.10409248,912.293886,912.293886,3.6742275046243,-0.52870442,-10.3234710000002,33.706114,"Shrub","Hog",2016,94
"Hog 2016 95",2.09234846,2.09234846,1021.211045,1021.211045,2.11501672524749,-0.89437459,-72.516766,24.788955,"Shrub","Hog",2016,95
"Hog 2016 96",2.49371891,2.26925414,1038.252465,1038.252465,-3.43267552891719,-0.0402866199999998,-114.116371,24.747535,"Shrub","Hog",2016,96
"Hog 2016 97",1.97188482,1.92620185,1046.142012,1046.142012,-5.43773989156686,-1.10605944,-162.268244,32.857988,"Shrub","Hog",2016,97
"Hog 2016 98",2.24536032,2.15133136,1046.059172,1046.059172,-7.13555178383402,-0.18107584,-163.696252,58.940828,"Shrub","Hog",2016,98
"Hog 2016 99",2.62204549,2.20468119,1117.990138,1117.990138,-3.69335835867958,0.41682734,-55.0552269999998,94.009862,"Shrub","Hog",2016,99
"Hog 2016 100",2.52389214,2.00787699,1015.017751,1015.017751,0.458820063254913,-0.26979648,-57.9526629999999,161.982249,"Shrub","Hog",2016,100
"Hog 2016 101",2.5335736,2.5335736,1113.755424,1113.755424,-6.92380458115489,-0.14276903,-138.771203,166.244576,"Shrub","Hog",2016,101
"Hog 2016 102",2.78201487,2.53092774,1149.451677,1149.451677,-6.7970999121567,0.25108713,-139.102564,159.548323,"Shrub","Hog",2016,102
"Hog 2016 103",3.36011544,2.34179513,1186.416174,1184.844181,-3.161918360067,1.01832031,1.57199300000002,93.583826,"Shrub","Hog",2016,103
"Parramore 2016 8",2.64567595,0.523293421,164.714286,164.714286,-2.5557300941121,1.280777,-57.802817,133.285714,"Shrub","Parramore",2016,8
"Parramore 2016 9",1.73332808,1.60864133,165.16499,165.16499,4.94317140188132,0.0169898799999999,-25.279678,113.83501,"Shrub","Parramore",2016,9
"Parramore 2016 10",2.89719239,1.49211928,109.434608,109.434608,2.04890862225197,1.40507311,-98.344064,127.565392,"Shrub","Parramore",2016,10
"Parramore 2016 11",2.4394707,1.88731527,108.263581,108.263581,12.9850781299936,0.55215543,-54.297787,114.736419,"Non-shrub","Parramore",2016,11
"Parramore 2016 12",1.94638995,1.76484618,69.696177,69.696177,12.277040584299,0.18154377,-90.694165,102.303823,"Non-shrub","Parramore",2016,12
"Parramore 2016 13",2.24201328,1.70190353,32.434608,32.434608,12.6520078070777,0.54010975,-55.01006,108.565392,"Non-shrub","Parramore",2016,13
"Parramore 2016 14",2.2649513,1.71419454,49.641851,49.641851,12.5875555517373,0.55075676,-149.839034,104.358149,"Non-shrub","Parramore",2016,14
"Parramore 2016 15",2.42343555,1.79184746,84.28169,84.28169,11.8758825080358,0.63158809,-250.406439,95.71831,"Non-shrub","Parramore",2016,15
"Parramore 2016 16",1.62945918,1.22662435,257.28169,257.28169,2.9905166451011,-0.0435492,-120.496982,108.71831,"Non-shrub","Parramore",2016,16
"Parramore 2016 17",1.75298833,1.17307888,101.263581,23.841046,1.42945161208639,0.44156439,-85.577465,116.736419,"Non-shrub","Parramore",2016,17
"Parramore 2016 18",1.70717047,0.516644936,96.488934,45.201207,0.209277606888401,1.190525534,-115.712273,117.511066,"Non-shrub","Parramore",2016,18
"Parramore 2016 19",1.77658939,1.15957381,90.507042,85.895372,5.11471146703481,0.61701558,-207.38833,113.492958,"Non-shrub","Parramore",2016,19
"Parramore 2016 20",1.78828784,1.05657098,111.092555,111.092555,6.49233083503775,0.73171686,-187.082495,110.907445,"Non-shrub","Parramore",2016,20
"Parramore 2016 21",1.8629834,1.03592675,113.28169,70.579477,8.28733353329847,0.82705665,-51.297787,129.71831,"Non-shrub","Parramore",2016,21
"Parramore 2016 22",1.88396375,1.32827624,51.885312,51.885312,5.03105559549011,0.50953856,-3.496982,124.114688,"Non-shrub","Parramore",2016,22
"Parramore 2016 23",1.8671377,1.37755965,43.110664,29.571429,6.31585414520318,0.32479563,13.539235,122.889336,"Non-shrub","Parramore",2016,23
"Parramore 2016 24",1.71421141,1.2142185,104.336016,33.193159,8.22457032664762,-0.0224923199999998,71.142857,118.663984,"Non-shrub","Parramore",2016,24
"Parramore 2016 25",1.70612012,1.20751455,96.768612,70.93159,14.904739776194,0.49860557,25.837022,116.231388,"Non-shrub","Parramore",2016,25
"Parramore 2016 26",1.84543204,1.31964185,78.336016,75.724346,17.7892868485541,0.44436981,2.61167,120.663984,"Non-shrub","Parramore",2016,26
"Parramore 2016 27",1.8545554,1.45659733,96.110664,96.110664,18.1566158659399,0.19941005,-0.0100599999999815,126.889336,"Non-shrub","Parramore",2016,27
"Parramore 2016 28",2.32891384,1.67006276,31.002012,31.002012,15.6993958158989,0.61963369,-57.533199,142.997988,"Non-shrub","Parramore",2016,28
"Parramore 2016 29",2.53214322,1.72439323,16.191147,16.191147,12.2026063780558,0.78876808,-23.344064,130.808853,"Non-shrub","Parramore",2016,29
"Parramore 2016 30",2.09867082,1.25169753,56.074447,56.074447,17.9949748201811,0.48597647,-6.27162900000002,112.925553,"Non-shrub","Parramore",2016,30
"Parramore 2016 31",2.01652299,1.33688617,64.488934,58.193159,23.6400969730455,0.41697016,6.29577499999999,109.511066,"Non-shrub","Parramore",2016,31
"Parramore 2016 32",2.4403203,1.79734534,27.678068,27.678068,18.7196890814699,0.64297496,-47.686117,127.321932,"Non-shrub","Parramore",2016,32
"Parramore 2016 33",2.54126274,1.76045989,50.678068,50.678068,24.8915556659415,0.78080285,-12.686117,126.321932,"Non-shrub","Parramore",2016,33
"Parramore 2016 34",2.02110162,1.25388969,69.056338,67.985915,21.2035287487781,0.35010287,1.07042300000001,127.943662,"Non-shrub","Parramore",2016,34
"Parramore 2016 35",3.31658505,1.62583072,55.245473,55.245473,24.6970457555245,1.69075433,-13.911469,118.754527,"Non-shrub","Parramore",2016,35
"Parramore 2016 36",2.02382085,1.31186143,67.380282,33.193159,24.6836088388572,0.30276864,34.187123,122.619718,"Non-shrub","Parramore",2016,36
"Parramore 2016 37",2.42539606,1.70760678,22.191147,22.191147,24.4336935676957,0.71165448,-12.209255,119.808853,"Non-shrub","Parramore",2016,37
"Parramore 2016 38",2.0078427,1.50182956,39.867203,39.867203,20.5634400088151,0.31233746,-1.72233400000002,123.132797,"Non-shrub","Parramore",2016,38
"Parramore 2016 39",2.48622255,1.49743274,46.263581,46.263581,31.8353401865661,0.88217874,-15.515091,119.736419,"Non-shrub","Parramore",2016,39
"Parramore 2016 40",2.17812607,1.57071522,30.65996,30.65996,30.4068778934882,0.5300474,-54.929577,109.34004,"Non-shrub","Parramore",2016,40
"Parramore 2016 41",2.15055773,1.71850118,42.39839,42.39839,19.9333002387397,0.42593092,-69.77666,127.60161,"Non-shrub","Parramore",2016,41
"Parramore 2016 42",2.05612576,1.23882035,100.209256,33.193159,32.4275677765854,0.29368451,67.016097,129.790744,"Non-shrub","Parramore",2016,42
"Parramore 2016 43",2.32737615,1.22310591,62.263581,62.263581,22.7065188590635,0.58244204,-2.92957800000002,123.736419,"Non-shrub","Parramore",2016,43
"Parramore 2016 44",2.0948441,1.57693324,26.732394,26.732394,25.925883045523,0.33326731,-116.082495,103.267606,"Non-shrub","Parramore",2016,44
"Parramore 2016 45",2.43361723,1.67232965,29.012072,29.012072,19.6116371509344,0.61725248,-485.217304,82.987928,"Non-shrub","Parramore",2016,45
"Parramore 2016 46",1.96643021,1.9256209,41.146881,41.146881,22.9839485850496,-0.0570522700000002,-46.478874,91.853119,"Non-shrub","Parramore",2016,46
"Parramore 2016 47",2.39177038,1.74503672,343.128773,343.128773,21.3205480446585,0.51744736,-44.668008,89.871227,"Shrub","Parramore",2016,47
"Parramore 2016 48",2.26552858,1.86525654,278.732394,278.732394,25.6527230027514,0.40027204,-306.064387,101.267606,"Shrub","Parramore",2016,48
"Parramore 2016 49",2.08785196,1.53960992,165.921529,165.921529,26.0986168543872,0.22449489,-127.668008,112.078471,"Shrub","Parramore",2016,49
"Parramore 2016 50",2.20736696,1.86763395,52.128773,52.128773,23.9969191189711,0.33973301,-92.046277,113.871227,"Non-shrub","Parramore",2016,50
"Parramore 2016 51",1.96405519,1.66201387,163.921529,163.921529,20.8690997841096,0.2189186,-53.253521,109.078471,"Non-shrub","Parramore",2016,51
"Parramore 2016 52",1.63713325,1.44933707,127.16499,127.16499,20.8811860947707,0.05683645,-67.991952,94.83501,"Non-shrub","Parramore",2016,52
"Parramore 2016 53",2.11681103,1.35016934,123.507042,123.507042,21.9259929602573,0.18979423,-75.100604,104.492958,"Non-shrub","Parramore",2016,53
"Parramore 2016 54",2.58197701,1.60741747,74.28169,74.28169,26.414133754525,0.54721798,-50.100604,103.71831,"Non-shrub","Parramore",2016,54
"Parramore 2016 55",1.89230535,1.81368351,63.110664,63.110664,33.5458902646557,0.0786218400000001,-80.064386,98.889336,"Non-shrub","Parramore",2016,55
"Parramore 2016 56",2.22332112,1.81633433,54.903421,54.903421,31.350811450898,0.40698679,-88.460764,97.096579,"Non-shrub","Parramore",2016,56
"Parramore 2016 57",2.13449472,1.69923449,115.885312,115.885312,30.221426467321,0.43526023,-48.89336,98.114688,"Non-shrub","Parramore",2016,57
"Parramore 2016 58",1.94396806,1.70824021,175.092555,175.092555,34.3990743069957,0.23572785,-17.478874,95.907445,"Shrub","Parramore",2016,58
"Parramore 2016 59",2.07474295,1.73161155,173.488934,173.488934,31.2549395436622,0.3431314,-47.686116,93.511066,"Shrub","Parramore",2016,59
"Parramore 2016 60",1.98458686,1.98458686,201.885312,201.885312,23.1562460095793,-0.14805145,-47.686117,90.114688,"Shrub","Parramore",2016,60
"Parramore 2016 61",2.15304314,1.78331045,229.488934,229.488934,33.0324627920345,0.36470483,-80.271629,89.511066,"Shrub","Parramore",2016,61
"Parramore 2016 62",2.30752267,1.83438995,219.885312,219.885312,32.4068727864384,0.47313272,-153.082495,91.114688,"Shrub","Parramore",2016,62
"Parramore 2016 63",2.51256085,1.8355796,320.903421,320.903421,35.0948663593587,0.67698125,-80.875251,90.096579,"Shrub","Parramore",2016,63
"Parramore 2016 64",2.42619664,1.90607065,280.921529,280.921529,36.3180510451777,0.52012599,-77.253521,82.078471,"Shrub","Parramore",2016,64
"Parramore 2016 65",2.21771275,1.81533021,298.263581,298.263581,34.0737415526347,0.40238254,-57.289739,91.736419,"Shrub","Parramore",2016,65
"Parramore 2016 66",2.29573815,1.94946305,406.525151,406.525151,45.3676307675744,0.3462751,-73.424547,84.474849,"Shrub","Parramore",2016,66
"Parramore 2016 67",2.49127634,1.96724641,432.28169,432.28169,30.7115736775985,0.40204159,-45.27163,105.71831,"Shrub","Parramore",2016,67
"Parramore 2016 68",2.33313571,1.81394048,472.336016,472.336016,39.1027910644852,0.51919523,-138.991952,100.663984,"Shrub","Parramore",2016,68
"Parramore 2016 69",2.67594738,1.73744039,533.056338,533.056338,28.5198728431193,0.93850699,119.953722,119.943662,"Shrub","Parramore",2016,69
"Parramore 2016 70",2.69850132,1.88997667,538.921529,538.921529,29.4273177186423,0.80852465,109.386318,113.078471,"Shrub","Parramore",2016,70
"Parramore 2016 71",2.69028734,1.80871858,350.092555,350.092555,35.6329751836066,0.88156876,-64.181087,112.907445,"Shrub","Parramore",2016,71
"Parramore 2016 72",2.01812349,1.60329991,363.65996,363.65996,31.9747638291956,0.15412285,-52.668008,119.34004,"Shrub","Parramore",2016,72
"Parramore 2016 73",2.39412017,1.91723919,656.939638,656.939638,45.0798075396441,0.46679777,-273.748491,103.060362,"Shrub","Parramore",2016,73
"Parramore 2016 74",1.91951979,1.49597005,606.732394,606.732394,21.1338239597996,0.06642708,-196.802817,103.267606,"Shrub","Parramore",2016,74
"Parramore 2016 75",2.55253581,1.84495608,629.939638,629.939638,30.1183244355438,0.70757973,-204.839034,103.060362,"Shrub","Parramore",2016,75
"Parramore 2016 76",2.10883094,1.76865105,525.146881,525.146881,23.8452715562235,0.34017989,-324.802817,127.853119,"Shrub","Parramore",2016,76
"Parramore 2016 77",2.18263641,1.7092223,469.146881,469.146881,18.0932166780272,0.32582295,-141.820926,126.853119,"Shrub","Parramore",2016,77
"Parramore 2016 78",2.20764949,1.74201732,588.885312,588.885312,12.0422849134739,0.34849951,-85.100603,123.114688,"Shrub","Parramore",2016,78
"Parramore 2016 79",2.04708383,1.68960976,974.146881,974.146881,15.3515498164167,0.26844382,-39.839034,117.853119,"Shrub","Parramore",2016,79
"Parramore 2016 80",2.2482888,1.71605317,930.354125,930.354125,14.794869393803,0.20916967,-77.235412,107.645875,"Shrub","Parramore",2016,80
"Parramore 2016 81",2.23256793,1.72113825,917.146881,917.146881,10.1289954712513,0.46805354,-44.253521,108.853119,"Shrub","Parramore",2016,81
"Parramore 2016 82",2.20189656,1.69762305,863.525151,863.525151,7.99059006240035,0.32375605,-88.4788729999999,118.474849,"Shrub","Parramore",2016,82
"Parramore 2016 83",2.33203893,1.74427504,863.921529,863.921529,8.19971998005573,0.48563392,-107.911469,126.078471,"Shrub","Parramore",2016,83
"Parramore 2016 84",1.91587238,1.8678125,865.768612,865.768612,7.29107385253996,-0.0911771399999999,-46.460764,116.231388,"Shrub","Parramore",2016,84
"Parramore 2016 85",1.9421047,1.80319004,958.146881,958.146881,7.43303925302834,0.13891466,-84.2897389999999,115.853119,"Non-shrub","Parramore",2016,85
"Parramore 2016 86",1.93019495,1.91913355,985.750503,985.750503,17.1565159016758,0.0110614,-43.460765,110.249497,"Shrub","Parramore",2016,86
"Parramore 2016 87",1.96217957,1.73055611,977.354125,977.354125,8.61534081098105,0.0458337,-79.064386,110.645875,"Shrub","Parramore",2016,87
"Parramore 2016 88",2.00160607,1.70496087,971.975855,971.975855,6.72621883659489,0.25424465,-83.2897389999999,111.024145,"Shrub","Parramore",2016,88
"Parramore 2016 89",1.98190685,1.8130027,966.597586,966.597586,9.0156777420973,0.16890415,-71.217303,103.402414,"Shrub","Parramore",2016,89
"Parramore 2016 90",2.0037097,1.75588135,951.597586,951.597586,12.7444438029271,0.06531222,-60.352112,93.402414,"Shrub","Parramore",2016,90
"Parramore 2016 91",1.91548483,1.35931738,964.390342,964.390342,16.9570675271445,0.2526731,-60.6498989999999,100.609658,"Shrub","Parramore",2016,91
"Parramore 2016 92",2.1116678,1.79614668,917.78672,917.78672,19.0108141086381,0.31552112,-51.0281689999999,102.21328,"Shrub","Parramore",2016,92
"Parramore 2016 93",2.3451853,1.75974569,891.372233,891.372233,12.5756463717405,0.58543961,-42.010061,109.627767,"Shrub","Parramore",2016,93
"Parramore 2016 94",2.88248925,1.82049428,886.390342,886.390342,15.5937404375198,1.06199497,-58.802817,115.609658,"Shrub","Parramore",2016,94
"Parramore 2016 95",2.05650972,1.82449334,875.804829,875.804829,9.1968962208333,0.23201638,-68.1991949999999,113.195171,"Shrub","Parramore",2016,95
"Parramore 2016 96",1.82912453,1.6910594,866.822938,866.822938,9.92069623422363,0.13806513,-63.577464,109.177062,"Shrub","Parramore",2016,96
"Parramore 2016 97",2.31442663,1.75318962,851.092555,851.092555,13.9979646748069,0.56123701,-49.4969820000001,132.907445,"Shrub","Parramore",2016,97
"Parramore 2016 98",2.26758822,2.03271736,874.012072,874.012072,13.021601655666,0.23487086,-34.38833,117.987928,"Shrub","Parramore",2016,98
